"V1.nome","V2.nome","V3.nome","V4.nome","V5.nome","V6.nome","V7.nome","V8.nome","V9.nome","V10.nome","origem.nome","origem","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Irituia PA","Novo Aripuanã AM","São Francisco de Assis do Piauí PI","Lagoa do Barro do Piauí PI","Pau D'Arco do Piauí PI","Santa Isabel do Rio Negro AM","Pedras de Fogo PB","Fernando Falcão MA","Lamarão BA","Rafael Jambeiro BA","Tupanatinga PE",2615805,208,119,852,780,820,124,1381,520,2055,2146
"Angical do Piauí PI","São Mamede PB","Wanderlândia TO","Sobradinho BA","Axixá do Tocantins TO","Rosário do Catete SE","Cedro de São João SE","Piancó PB","Itaú RN","Baía Formosa RN","Tuparetama PE",2615904,676,1436,448,2206,329,1811,1766,1382,1129,1088
"Governador Eugênio Barros MA","Rio do Antônio BA","Coivaras PI","Avelino Lopes PI","Nísia Floresta RN","Caridade do Piauí PI","Mãe D'Água PB","Serra Preta BA","Porto Alegre do Piauí PI","São João da Canabrava PI","Venturosa PE",2616001,528,2156,726,683,1164,720,1350,2200,832,856
"Pintadas BA","Barra do Ouro TO","Rodolfo Fernandes RN","Berizal MG","Poranga CE","Passa E Fica RN","São Miguel dos Milagres AL","Montadas PB","Cariús CE","Magalhães de Almeida MA","Verdejante PE",2616100,2128,332,1194,2314,1034,1173,1742,1363,929,558
"Wall Ferraz PI","Serra de São Bento RN","Caldeirão Grande do Piauí PI","Centro do Guilherme MA","Baraúna PB","Maturéia PB","Nova Floresta PB","Nísia Floresta RN","Canápolis BA","Santana do Piauí PI","Vertente do Lério PE",2616183,890,1219,708,504,1263,1361,1369,1164,1901,845
"Una BA","Cristino Castro PI","Aragominas TO","Costa Marques RO","Itaueira PI","Lagoa Seca PB","Eliseu Martins PI","Itororó BA","Coaraci BA","Bom Conselho PE","Vertentes PE",2616209,2227,733,319,8,765,1345,744,2028,1925,1487
"Paulino Neves MA","Cariré CE","Ibotirama BA","Olinda Nova do Maranhão MA","Tejuçuoca CE","Brejolândia BA","Riacho de Santana BA","Cabrobó PE","Cajapió MA","Iraquara BA","Vicência PE",2616308,585,927,1985,578,1063,1881,2151,1496,493,1998
"Caxias MA","Jacobina BA","Estância SE","Bayeux PB","Piripiri PI","Santo Amaro BA","Serrinha BA","Timon MA","Surubim PE","Santa Rita PB","Vitória de Santo Antão PE",2616407,501,2034,1770,1267,830,2175,2201,653,1628,1416
"Itagi BA","Canto do Buriti PI","Manaíra PB","Itapebi BA","Ouro Branco AL","Lucena PB","Cuité de Mamanguape PB","Carnaubais RN","Presidente Juscelino RN","Canudos BA","Xexéu PE",2616506,2006,715,1353,2019,1714,1349,1311,1102,1187,1909
"Inajá PE","Capela AL","Castelo do Piauí PI","Estrela de Alagoas AL","Morpará BA","Buriti dos Lopes PI","Santa Luzia do Pará PA","Rio do Fogo RN","Alto Longá PI","Lagoa de Pedras RN","Água Branca AL",2700102,1541,1667,721,1677,2087,703,260,1172,672,1144
"Casserengue PB","Água Fria BA","Belmonte BA","Piracuruca PI","Barra de Santa Rosa PB","Marechal Thaumaturgo AC","Capoeiras PE","Oliveira dos Brejinhos BA","Tanque D'Arca AL","Ingá PB","Anadia AL",2700201,1297,1831,1869,829,1265,64,1505,2111,1746,1330
"Jequié BA","Marabá PA","Vitória de Santo Antão PE","Barcarena PA","Garanhuns PE","Vitória da Conquista BA","São Paulo SP","Rio de Janeiro RJ","Timon MA","Fortaleza CE","Arapiraca AL",2700300,2039,217,1648,169,1531,2239,3829,3242,653,949
"Carauari AM","Eirunepé AM","Bom Jesus das Selvas MA","Capoeiras PE","Miguel Alves PI","Feira Grande AL","Aroeiras PB","Oliveira dos Brejinhos BA","Piracuruca PI","Biritinga BA","Atalaia AL",2700409,91,96,484,1505,793,1678,1259,2111,829,1871
"Curral de Cima PB","Pedro Velho RN","Brejão PE","Palmópolis MG","Aquidabã SE","Floresta Azul BA","Caetanos BA","Amaraji PE","Alagoinha do Piauí PI","Passagem Franca MA","Barra de Santo Antônio AL",2700508,1312,1181,1490,2791,1753,1960,1891,1474,670,583
"Aguiar PB","Miranda MS","Juti MS","Monte Negro RO","Itaquiraí MS","Machadinho D'Oeste RO","Governador Jorge Teixeira RO","Theobroma RO","Vale do Anari RO","Corumbiara RO","Barra de São Miguel AL",2700607,1243,5150,5146,40,5140,13,36,49,51,7
"Calçado PE","Monteirópolis AL","Santana do Piauí PI","Ibitiara BA","Chã Preta AL","Canápolis BA","Bacuri MA","Igaporã BA","Serra de São Bento RN","Araguanã MA","Batalha AL",2700706,1499,1707,845,1983,1669,1901,471,1987,1219,464
"Paramirim BA","Aratuípe BA","Cajueiro da Praia PI","Almadina BA","Coqueiro Seco AL","Urandi BA","São Miguel do Aleixo SE","Brasileira PI","Elesbão Veloso PI","Congonhas do Norte MG","Belém AL",2700805,2116,1855,707,1836,1672,2228,1820,701,743,2443
"Massapê do Piauí PI","São José dos Ramos PB","Morro do Chapéu do Piauí PI","Biritinga BA","Flores PE","Baraúna RN","Coité do Nóia AL","Heliópolis BA","Nova Itarana BA","Fagundes PB","Belo Monte AL",2700904,791,1429,800,1871,1527,1089,1670,1971,2104,1322
"Buriti MA","Altamira do Maranhão MA","Lapão BA","Marapanim PA","Magalhães de Almeida MA","Sanharó PE","Cariús CE","Buriti Bravo MA","Cotegipe BA","Barro CE","Boca da Mata AL",2701001,488,455,2056,219,558,1604,929,489,1939,915
"Juruá AM","Jataúba PE","Teofilândia BA","Areia PB","Coronel João Sá BA","Presidente Tancredo Neves BA","São Desidério BA","Ubaitaba BA","Lagoa dos Gatos PE","São José do Jacuípe BA","Branquinha AL",2701100,107,1554,2216,1256,1937,2142,2178,2223,1564,2187
"Arara PB","Novo Lino AL","Barra de São Miguel PB","Galinhos RN","Colônia Leopoldina AL","Coaraci BA","Ourém PA","Sítio do Quinto BA","Águas Belas PE","São Vicente Ferrer PE","Cacimbinhas AL",2701209,1254,1709,1266,1120,1671,1925,235,2205,1470,1621
"Várzea Nova BA","Fortuna MA","Governador Archer MA","Itaju do Colônia BA","Jitaúna BA","Santa Rosa do Piauí PI","Jupi PE","Tenório PB","Canguaretama RN","Jucati PE","Cajueiro AL",2701308,2235,523,526,2010,2042,846,1559,1458,1099,1558
"Japaratinga AL","Mascote BA","Boqueirão do Piauí PI","Parazinho RN","Gurinhém PB","Carneiros AL","Floresta Azul BA","Boqueirão PB","Conceição PB","Monte Alegre de Sergipe SE","Campestre AL",2701357,1688,2078,700,1170,1326,1668,1960,1276,1301,1791
"Santa Helena MA","Óbidos PA","Sirinhaém PE","Umburanas BA","Glória do Goitá PE","Pilar AL","Carutapera MA","Boa Vista do Tupim BA","Ruy Barbosa BA","Porto da Folha SE","Campo Alegre AL",2701407,611,232,1625,2226,1532,1724,500,1873,2160,1806
"Itapororoca PB","Anori AM","Lagoa Grande do Maranhão MA","Gado Bravo PB","Araruna PB","Marechal Thaumaturgo AC","Belmonte BA","Aroeiras do Itaim PI","Frei Lagonegro MG","Ingá PB","Campo Grande AL",2701506,1333,78,553,1324,1255,64,1869,680,2544,1330
"Baraúna RN","Flores PE","Juazeirinho PB","Espírito Santo RN","Araçagi PB","Belo Monte AL","Remanso BA","Caxingó PI","Piritiba BA","Massapê do Piauí PI","Canapi AL",2701605,1089,1527,1339,1113,1253,1658,2147,722,2131,791
"Alto Longá PI","Inajá PE","Estrela de Alagoas AL","Santa Luzia do Pará PA","Água Branca AL","Castelo do Piauí PI","Morpará BA","Nova Olinda PB","Buriti dos Lopes PI","Lagoa Alegre PI","Capela AL",2701704,672,1541,1677,260,1650,721,2087,1370,703,779
"Conceição PB","Gurinhém PB","Monte Alegre de Sergipe SE","Floresta Azul BA","Mascote BA","Manari PE","Lagoa Alegre PI","Campestre AL","Ribeira do Amparo BA","Santa Luzia do Pará PA","Carneiros AL",2701803,1301,1326,1791,1960,2078,1570,779,1663,2152,260
"Ibitiara BA","Serra Grande PB","Igaporã BA","Livramento PB","São Brás AL","Batalha AL","Bacuri MA","Santana do Piauí PI","Calçado PE","Monteirópolis AL","Chã Preta AL",2701902,1983,1444,1987,1347,1737,1656,471,845,1499,1707
"Heliópolis BA","Capim PB","Massaranduba PB","Angelim PE","Belo Monte AL","Aldeias Altas MA","Porto Walter AC","Morro do Chapéu do Piauí PI","Massapê do Piauí PI","Nova Itarana BA","Coité do Nóia AL",2702009,1971,1294,1357,1475,1658,454,66,800,791,2104
"Arara PB","São Desidério BA","Cacimbinhas AL","Novo Lino AL","Itaíba PE","Presidente Tancredo Neves BA","Nossa Senhora da Glória SE","Ourém PA","Galinhos RN","São Vicente Ferrer PE","Colônia Leopoldina AL",2702108,1254,2178,1661,1709,1546,2142,1795,235,1120,1621
"Congonhas do Norte MG","Brasileira PI","Buerarema BA","Pau D'Arco PA","Apuarema BA","Aratuípe BA","Paripueira AL","Quatipuru PA","Paramirim BA","Belém AL","Coqueiro Seco AL",2702207,2443,701,1884,241,1849,1855,1719,250,2116,1657
"Paudalho PE","Morada Nova CE","Ipu CE","Jaguaribe CE","Vitória do Mearim MA","Viana MA","Uauá BA","Penedo AL","Itaitinga CE","Barroquinha CE","Coruripe AL",2702306,1585,1007,971,984,664,662,2221,1722,976,916
"Nova Soure BA","Ipubi PE","Padre Marcos PI","Acauã PI","Itambé PE","Marcação PB","Barão de Grajaú MA","Caém BA","Ibateguara AL","Manaíra PB","Craíbas AL",2702355,2106,1544,810,667,1548,1354,474,1890,1682,1353
"Euclides da Cunha BA","Remanso BA","União dos Palmares AL","Canapi AL","Luís Correia PI","Atalaia AL","Miguel Alves PI","Itapicuru BA","Santana do Araguaia PA","Aldeias Altas MA","Delmiro Gouveia AL",2702405,1953,2147,1750,1666,785,1653,793,2021,263,454
"Guajará AM","Monte Formoso MG","Ribeira do Piauí PI","Novo Airão AM","Caracol PI","Joaquim Gomes AL","Queimada Nova PI","Antônio Cardoso BA","Nova Esperança do Piriá PA","Rio Preto da Eva AM","Dois Riachos AL",2702504,99,2741,838,118,718,1691,834,1846,227,123
"Inajá PE","Capela AL","Castelo do Piauí PI","Água Branca AL","Pedra PE","Santa Luzia do Pará PA","Alto Longá PI","Fonte Boa AM","Cubati PB","Lagoa de Pedras RN","Estrela de Alagoas AL",2702553,1541,1667,721,1650,1587,260,672,98,1308,1144
"Oliveira dos Brejinhos BA","Capoeiras PE","Quipapá PE","Caetés PE","Bom Jesus das Selvas MA","Água Fria BA","São Francisco do Maranhão MA","Casserengue PB","Anadia AL","Piracuruca PI","Feira Grande AL",2702603,2111,1505,1594,1498,484,1831,627,1297,1651,829
"Belém do Piauí PI","São Domingos do Azeitão MA","Antônio Gonçalves BA","Vila Flor RN","Ourolândia BA","Caiçara PB","Cipó BA","Dona Inês PB","Messias AL","Japoatã SE","Feliz Deserto AL",2702702,691,623,1847,1241,2113,1288,1924,1318,1705,1783
"Tamandaré PE","Jacaraú PB","Ibateguara AL","Bonfim do Piauí PI","Marcação PB","Maraial PE","Jurema PE","Caldas Brandão PB","Rio Real BA","Nova Soure BA","Flexeiras AL",2702801,1632,1335,1682,699,1354,1571,1560,1291,2158,2106
"Exu PE","Traipu AL","Curaçá BA","Parnarama MA","Santa Luzia do Itanhy SE","Assaré CE","Santa Bárbara BA","Novo Triunfo BA","Ielmo Marinho RN","Igarapé-Miri PA","Girau do Ponciano AL",2702900,1523,1749,1944,582,1813,909,2163,2109,1125,205
"Tamandaré PE","Flexeiras AL","Marcação PB","Nova Soure BA","Ipubi PE","Jacaraú PB","Paranatama PE","Craíbas AL","Caldas Brandão PB","Bonfim do Piauí PI","Ibateguara AL",2703007,1632,1680,1354,2106,1544,1335,1582,1674,1291,699
"Codajás AM","Bonito PA","Nova Esperança do Piriá PA","Novo Airão AM","Caracol PI","Placas PA","Dário Meira BA","Joaquim Gomes AL","Dois Riachos AL","Ribeira do Piauí PI","Igaci AL",2703106,95,174,227,118,718,244,1945,1691,1676,838
"Lagoa Real BA","Boca do Acre AM","Oeiras do Pará PA","Poço Redondo SE","Tanhaçu BA","Santana do Mundaú AL","Campo Alegre do Fidalgo PI","Placas PA","São João da Fronteira PI","Simões PI","Igreja Nova AL",2703205,2050,87,233,1804,2209,1736,710,244,857,876
"Envira AM","Major Isidoro AL","Taperoá BA","Poço Verde SE","Paquetá PI","Beruri AM","Bonito PE","Lagoa do Ouro PE","Ibirapitanga BA","São Joaquim do Monte PE","Inhapi AL",2703304,97,1697,2212,1805,815,85,1489,1563,1980,1616
"Juazeiro do Piauí PI","São João da Serra PI","Barra de Santana PB","Sobrado PB","Lagoa do Tocantins TO","Peixe-Boi PA","Itatira CE","Fartura do Piauí PI","Mulungu do Morro BA","Afonso Cunha MA","Jacaré dos Homens AL",2703403,775,858,1264,1448,377,242,981,746,2092,451
"Pavussu PI","Pedro Régis PB","Recursolândia TO","São José de Caiana PB","Teolândia BA","Colônia do Piauí PI","São Tomé RN","Cristinápolis SE","São Bento do Norte RN","Lamarão BA","Jacuípe AL",2703502,822,1399,418,1427,2217,728,1215,1767,1201,2055
"Parazinho RN","Campestre AL","Boqueirão PB","Mascote BA","Vera Mendes PI","Cuitegi PB","Santa Cecília PB","Boqueirão do Piauí PI","Gurinhém PB","Ribeira do Amparo BA","Japaratinga AL",2703601,1170,1663,1276,2078,888,1310,1408,700,1326,2152
"Antas BA","Santo Antônio dos Lopes MA","Cumaru PE","Senador Alexandre Costa MA","Barra de Guabiraba PE","São João da Varjota PI","Cacimbas PB","São Francisco PB","Jacaraci BA","Dona Inês PB","Jaramataia AL",2703700,1845,619,1518,645,1479,859,1287,1423,2033,1318
"São José do Divino PI","Novo Triunfo BA","Campo Largo do Piauí PI","Olho D'Água PB","Alhandra PB","Nova Santa Rita PI","Irajuba BA","Pedra Grande RN","Joaquim Pires PI","Assaré CE","Jequiá da Praia AL",2703759,862,2109,712,1372,1249,825,1996,1178,772,909
"Nova Esperança do Piriá PA","Guajará AM","Queimada Nova PI","Dois Riachos AL","Novo Airão AM","Igaci AL","Panelas PE","Caracol PI","Caapiranga AM","Quebrangulo AL","Joaquim Gomes AL",2703809,227,99,834,1676,118,1683,1581,718,89,1731
"Francisco Macedo PI","Sítio do Quinto BA","São José do Piauí PI","Palmeira do Piauí PI","Itororó BA","Roteiro AL","Parari PB","Brejo Grande do Araguaia PA","Barra de São Miguel PB","Camocim de São Félix PE","Jundiá AL",2703908,752,2205,864,813,2028,1733,1375,177,1266,1502
"Marcolândia PI","São Gonçalo do Gurguéia PI","Jeremoabo BA","Lagoa Seca PB","Itaueira PI","Itamari BA","São José do Piauí PI","Itororó BA","Jussari BA","Palmeira do Piauí PI","Junqueiro AL",2704005,789,854,2040,1345,765,2013,864,2028,2047,813
"Ouro Branco AL","Presidente Juscelino RN","Brejo de Areia MA","Messias AL","Caém BA","Conde BA","Canudos BA","Manaíra PB","Senador Alexandre Costa MA","Igarapé-Açu PA","Lagoa da Canoa AL",2704104,1714,1187,487,1705,1890,1931,1909,1353,645,204
"Tamboril do Piauí PI","Mata Grande AL","Olivença AL","Novo Santo Antônio PI","Tapiramutá BA","Lagoa dos Gatos PE","Tapauá AM","Boqueirão do Piauí PI","São José do Jacuípe BA","Parazinho RN","Limoeiro de Anadia AL",2704203,880,1703,1713,807,2213,1564,131,700,2187,1170
"Recife PE","Belém PA","Caruaru PE","Belo Horizonte MG","Brasília DF","Nova Iguaçu RJ","Manaus AM","Guarulhos SP","Curitiba PR","Fortaleza CE","Maceió AL",2704302,1596,170,1509,2309,5565,3224,112,3479,4005,949
"Taperoá BA","Envira AM","Poço Verde SE","Inhapi AL","Lagoa do Ouro PE","Paquetá PI","Frei Miguelinho PE","Olho D'Água das Flores AL","São Joaquim do Monte PE","Ibirapitanga BA","Major Isidoro AL",2704401,2212,97,1805,1685,1563,815,1529,1710,1616,1980
"Bom Jardim MA","Lamarão BA","Novo Aripuanã AM","Encruzilhada BA","Recursolândia TO","São João de Pirabas PA","Pavussu PI","Conceição do Lago-Açu MA","Teolândia BA","Jacuípe AL","Maragogi AL",2704500,483,2055,119,1950,418,274,822,511,2217,1687
"Araças BA","Malhada de Pedras BA","Manoel Vitorino BA","Salgadinho PB","Coronel João Pessoa RN","Itapé BA","Governador Dix-Sept Rosado RN","Coronel José Dias PI","Iramaia BA","Malhada BA","Maravilha AL",2704609,1851,2071,2072,1406,1106,2018,1122,730,1997,2070
"Isaías Coelho PI","Nova Mamoré RO","Frei Paulo SE","Seringueiras RO","Santa Margarida MG","Reserva PR","Camacan BA","Xapuri AC","Araponga MG","Imbaú PR","Marechal Deodoro AL",2704708,763,24,1772,47,2919,4212,1896,73,2283,4056
"Campo Grande do Piauí PI","Jucurutu RN","Terezinha PE","Filadélfia BA","Santa Brígida BA","Pedra Lavrada PB","São Sebastião do Uatumã AM","Paranatama PE","Amapá do Maranhão MA","Santa Cecília PB","Maribondo AL",2704807,711,1141,1634,1958,2164,1380,128,1582,459,1408
"Juarez Távora PB","Machados PE","Triunfo PB","Goiatins TO","Vieirópolis PB","Prata do Piauí PI","Itapitanga BA","Ibiara PB","Banzaê BA","Arraial PI","Mar Vermelho AL",2704906,1338,1569,1459,366,1463,833,2022,1328,1859,681
"Limoeiro de Anadia AL","Tamboril do Piauí PI","Parazinho RN","Jacaraú PB","Ribeira do Amparo BA","Miguel Calmon BA","Taquarana AL","Vera Mendes PI","Boqueirão do Piauí PI","Cuitegi PB","Mata Grande AL",2705002,1695,880,1170,1335,2152,2082,1747,888,700,1310
"Santana do Maranhão MA","Araguatins TO","Abaré BA","Boquira BA","Milagres do Maranhão MA","Riacho Frio PI","Pureza RN","Parnaguá PI","Belterra PA","Sítio Novo MA","Matriz de Camaragibe AL",2705101,617,324,1828,1878,566,837,1188,816,171,648
"Canudos BA","Conde BA","Lagoa da Canoa AL","Cipó BA","Presidente Juscelino RN","Paraibano MA","Macambira SE","Belém do Piauí PI","Barra da Estiva BA","Quijingue BA","Messias AL",2705200,1909,1931,1694,1924,1187,581,1786,691,1861,2144
"Guajeru BA","São João do Rio do Peixe PB","São Félix do Tocantins TO","Tenente Ananias RN","Camalaú PB","Rio Preto da Eva AM","Rio Grande do Piauí PI","Lagoa do Barro do Piauí PI","Santa Rosa do Tocantins TO","Antônio Cardoso BA","Minador do Negrão AL",2705309,1968,1250,432,1229,1292,123,840,780,428,1846
"Calçado PE","Batalha AL","Santana do Piauí PI","Ibitiara BA","Chã Preta AL","Bacuri MA","Canápolis BA","Serra de São Bento RN","Araguanã MA","Igaporã BA","Monteirópolis AL",2705408,1499,1656,845,1983,1669,471,1901,1219,464,1987
"Esplanada BA","Luzilândia PI","Roteiro AL","Camocim de São Félix PE","Sítio do Quinto BA","Cuité de Mamanguape PB","Poção PE","São Luís do Quitunde AL","Maraial PE","Águas Belas PE","Murici AL",2705507,1952,786,1733,1502,2205,1311,1591,1740,1571,1470
"Ourém PA","Arara PB","Cacimbinhas AL","Sítio do Quinto BA","Galinhos RN","São Vicente Ferrer PE","Barra de São Miguel PB","São Luís do Quitunde AL","Colônia Leopoldina AL","Águas Belas PE","Novo Lino AL",2705606,235,1254,1661,2205,1120,1621,1266,1740,1671,1470
"São José da Laje AL","Lagoa do Ouro PE","Poço Verde SE","Ibirapitanga BA","Brejo do Piauí PI","Ubaíra BA","Frei Miguelinho PE","Taperoá BA","São Joaquim do Monte PE","Envira AM","Olho D'Água das Flores AL",2705705,1738,1563,1805,1980,702,2222,1529,2212,1616,97
"Floresta do Araguaia PA","Cocal dos Alves PI","Santa Rosa do Purus AC","Carira SE","Igrapiúna BA","Ibirataia BA","Melgaço PA","Piçarra PA","Bagre PA","Coremas PB","Olho D'Água do Casado AL",2705804,200,725,69,1764,1988,1982,222,243,166,1305
"Seridó PB","Brejo Grande SE","Amarante PI","Rio Tinto PB","Wall Ferraz PI","Centro do Guilherme MA","Capinzal do Norte MA","Nossa Senhora das Dores SE","Baraúna PB","Flores do Piauí PI","Olho D'Água Grande AL",2705903,1441,1759,675,1405,890,504,498,1796,1263,747
"São Vicente Ferrer PE","Novo Santo Antônio PI","Itaíba PE","Presidente Tancredo Neves BA","Tapiramutá BA","Riachão do Bacamarte PB","Limoeiro de Anadia AL","Bom Jesus RN","Tamboril do Piauí PI","Juruá AM","Olivença AL",2706000,1621,807,1546,2142,2213,1401,1695,1093,880,107
"Caém BA","Presidente Juscelino RN","Manaíra PB","Lagoa da Canoa AL","Brejo de Areia MA","Padre Marcos PI","Barão de Grajaú MA","Wagner BA","Xexéu PE","Messias AL","Ouro Branco AL",2706109,1890,1187,1353,1694,487,810,474,2240,1649,1705
"Socorro do Piauí PI","Ilha das Flores SE","Sebastião Leal PI","Reriutaba CE","Tarrafas CE","Lago Verde MA","Olho D'Água das Cunhãs MA","Belém de Maria PE","Novo Horizonte BA","Serrinha RN","Palestina AL",2706208,878,1776,874,1044,1061,550,577,1481,2108,1222
"Araripina PE","Gravatá PE","Tailândia PA","Manacapuru AM","Belo Jardim PE","Ouricuri PE","Valença BA","Coari AM","Moju PA","Breves PA","Palmeira dos Índios AL",2706307,1477,1535,281,110,1483,1578,2231,94,224,179
"Rio Pardo de Minas MG","Rorainópolis RR","Cristália MG","Santo Antônio do Retiro MG","Nova Timboteua PA","Ibiaí MG","Ibiracatu MG","Luislândia MG","Maragogipe BA","Itaguatins TO","Pão de Açúcar AL",2706406,2890,148,2467,2947,229,2578,2579,2689,2075,371
"Lajedinho BA","Gado Bravo PB","Pau D'Arco do Piauí PI","Conceição do Lago-Açu MA","Itagibá BA","Anori AM","Pedras de Fogo PB","São Tomé RN","Frei Lagonegro MG","São José de Caiana PB","Pariconha AL",2706422,2053,1324,820,511,2007,78,1381,1215,2544,1427
"Monte Horebe PB","Pau D'Arco PA","Buerarema BA","Varzedo BA","Jardim de Angicos RN","Brasileira PI","Bom Jesus PB","Congonhas do Norte MG","Itiruçu BA","Coqueiro Seco AL","Paripueira AL",2706448,1364,241,1884,2236,1135,701,1273,2443,2026,1672
