"NM_MUNICIPIO_CONVENENTE","cod7","total.pjs","documentos.liquidacao","licitacao","dispensa","beneficiarios.pjs","acima10K","acima1M","top10pc.quanto"
"ALCOBACA",2900801,58936.42,2,1,0,1,1,0,1
"ALDEIAS ALTAS",2100303,174854.08,1,1,0,1,1,0,1
"ALECRIM",4300307,479046,4,1,0,4,4,0,0.782805826580328
"ALEGRE",3200201,220500,3,1,0,2,2,0,0.708390022675737
"ALEGRETE",4300406,2139946.07,15,1,0,8,7,0,0.285011635830617
"ALEGRETE DO PIAUI",2200277,319101.92,3,0.985907323904538,0.0140926760954619,3,2,0,0.875039924548245
"ALEGRIA",4300455,207881,6,1,0,5,5,0,0.457954310398738
"ALEM PARAIBA",3101508,842900,4,1,0,2,2,0,0.882666983034761
"ALENQUER",1500404,2154593.87,5,1,0,1,1,1,1
"ALEXANIA",5200308,393253.26,3,1,0,3,3,0,0.644622755320579
"ALFENAS",3101607,120000,6,1,0,1,1,0,1
"ALFREDO CHAVES",3200300,1070311.52,9,1,0,4,4,0,0.397080646202892
"ALFREDO MARCONDES",3500808,307919.45,2,1,0,2,2,0,0.526111617827325
"ALFREDO WAGNER",4200705,99000,1,1,0,1,1,0,1
"ALIANCA DO TOCANTINS",1700350,572098.87,18,1,0,3,3,0,0.483048550681458
"ALMINO AFONSO",2400604,222684.33,3,1,0,1,1,0,1
"ALMIRANTE TAMANDARE",4100400,769870.54,11,1,0,4,4,0,0.322895781932375
"ALMIRANTE TAMANDARE DO SUL",4300471,255467.92,10,1,0,8,8,0,0.277529953663067
"ALPESTRE",4300505,1385661.84,12,1,0,8,6,0,0.394757208584167
"ALPINOPOLIS",3101904,568302.02,12,0.996164011523309,0.00383598847669062,6,5,0,0.407942417660243
"ALTA FLORESTA",5100250,2041558.94,13,1,0,2,2,1,0.925253198910828
"ALTA FLORESTA D'OESTE",1100015,3986121.64,60,1,0,19,19,0,0.182847894727066
"ALTAIR",3500907,232276.96,3,1,0,2,2,0,0.53073262195269
"ALTAMIRA DO MARANHAO",2100402,7600,1,0,1,1,0,0,1
"ALTAMIRA DO PARANA",4100459,400500,2,1,0,2,2,0,0.620474406991261
"ALTANEIRA",2300606,168881.56,2,1,0,1,1,0,1
"ALTEROSA",3102001,544590,8,1,0,4,4,0,0.631667860225123
"ALTINHO",2600807,73868.34,1,1,0,1,1,0,1
"ALTO ALEGRE",1400050,12031189.11,73,1,0,10,10,3,0.49543371444853
"ALTO ALEGRE",3501103,156490,2,1,0,2,2,0,0.533516518627388
"ALTO ALEGRE",4300554,195300,2,1,0,2,2,0,0.791090629800307
"ALTO ALEGRE DO MARANHAO",2100436,141285.37,1,1,0,1,1,0,1
"ALTO ALEGRE DOS PARECIS",1100379,2664176.78,13,1,0,9,9,1,0.457927570406946
"ALTO BELA VISTA",4200754,121760,5,1,0,4,4,0,0.422141918528252
"ALTO BOA VISTA",5100359,200152.29,4,1,0,1,1,0,1
"ALTO CAPARAO",3102050,87419.86,2,1,0,1,1,0,1
"ALTO FELIZ",4300570,435390,4,1,0,3,2,0,0.491513355841889
"ALTO GARCAS",5100409,43196.77,1,1,0,1,1,0,1
"ALTO JEQUITIBA",3153509,672704.82,13,1,0,5,5,0,0.374607097359582
"ALTO LONGA",2200301,219979.02,1,1,0,1,1,0,1
"ALTO PARAGUAI",5100508,1962316.57,15,1,0,5,5,0,0.308179632810215
"ALTO PARAISO",1100403,684883.27,9,1,0,7,6,0,0.346373287815893
"ALTO PARAISO DE GOIAS",5200605,13927.9,4,1,0,1,1,0,1
"ALTO PARANA",4100608,151069.98,3,1,0,1,1,0,1
"ALTO PARNAIBA",2100501,243097.32,2,1,0,1,1,0,1
"ALTO PIQUIRI",4100707,426870,7,1,0,5,4,0,0.461733080328906
"ALTO RIO NOVO",3200359,329751,5,1,0,3,3,0,0.430324699546021
"ALTONIA",4100509,334985.28,4,1,0,1,1,0,1
"ALTOS",2200400,150000,5,1,0,1,1,0,1
"ALVARES FLORENCE",3501202,360560.87,8,1,0,4,4,0,0.370006872903319
"ALVARES MACHADO",3501301,260328.26,4,1,0,1,1,0,1
"ALVINLANDIA",3501509,125736.4,2,1,0,1,1,0,1
"ALVINOPOLIS",3102308,66754.18,1,1,0,1,1,0,1
"ALVORADA",1700707,839138.28,4,1,0,2,2,0,0.68777493978704
"ALVORADA",4300604,50257.88,2,1,0,1,1,0,1
"ALVORADA D'OESTE",1100346,2861861.54,21,1,0,11,10,0,0.261011928620418
"ALVORADA DO NORTE",5200803,1271777.88,5,1,0,2,2,1,0.86672200966414
"ALVORADA DO SUL",4100806,492564.33,11,1,0,3,3,0,0.572644653338986
"AMAJARI",1400027,4908026.56,34,1,0,10,10,2,0.228799829477695
"AMAMBAI",5000609,633207.92,12,1,0,4,4,0,0.371654779681214
"AMAPORA",4100905,354494.7,5,1,0,2,2,0,0.713959052138156
"AMARALINA",5200829,250000,2,1,0,2,2,0,0.82
"AMARANTE",2200509,502101.64,3,0.984813831717419,0.0151861682825812,3,2,0,0.589522073658234
"AMARANTE DO MARANHAO",2100600,19279.87,1,1,0,1,1,0,1
"AMARGOSA",2901007,214735.22,4,1,0,4,4,0,0.43053961990958
"AMATURA",1300060,190057.59,3,1,0,1,1,0,1
"AMERICA DOURADA",2901155,1321628.61,19,1,0,6,6,0,0.25801193877
"AMERICANA",3501608,457956.2,4,1,0,1,1,0,1
"AMERICO BRASILIENSE",3501707,208257.77,1,1,0,1,1,0,1
"AMERICO DE CAMPOS",3501806,332385,5,1,0,3,3,0,0.428719707568031
"AMETISTA DO SUL",4300646,1417956.11,18,1,0,13,12,0,0.290559063919122
"AMONTADA",2300754,173600,3,1,0,3,3,0,0.539170506912442
"AMPARO",2500734,150775,3,1,0,1,1,0,1
"AMPARO",3501905,867220.3,14,1,0,5,5,0,0.27789939880328
"AMPARO DE SAO FRANCISCO",2800100,202000,1,1,0,1,1,0,1
"AMPARO DO SERRA",3102506,307183.86,11,1,0,4,4,0,0.720562336836317
"AMPERE",4101002,1380200.2,17,1,0,9,8,0,0.412714923530659
"ANAHY",4101051,464000,2,1,0,2,2,0,0.645474137931034
"ANAJATUBA",2100709,205873.29,3,1,0,1,1,0,1
"ANANAS",1701002,644250,7,1,0,3,3,0,0.387582460225068
"ANANINDEUA",1500800,109908.08,2,1,0,1,1,0,1
"ANAPOLIS",5201108,472494.9,9,1,0,3,3,0,0.433491493770621
"ANASTACIO",5000708,66047.86,1,1,0,1,1,0,1
"ANCHIETA",4200804,665850.01,4,1,0,2,2,0,0.526920484689938
"ANDARAI",2901304,830544.73,18,0.995183883714487,0.004816116285513,8,7,0,0.454280168631014
"ANDIRA",4101101,128368.7,6,1,0,2,2,0,0.731691214447135
"ANDORINHA",2901353,737417.16,3,1,0,1,1,0,1
"ANDRADAS",3102605,14931.98,1,1,0,1,1,0,1
"ANDRADINA",3502101,1514649.21,37,1,0,23,12,0,0.494189879120592
"ANDRE DA ROCHA",4300661,246200,1,1,0,1,1,0,1
"ANGATUBA",3502200,1801112.27,11,1,0,3,3,1,0.731481158584301
"ANGELANDIA",3102852,208145.87,3,1,0,2,2,0,0.658192257189633
"ANGELICA",5000856,320000,1,1,0,1,1,0,1
"ANGELINA",4200903,273646.78,10,1,0,2,2,0,0.65120444684202
"ANGICAL",2901403,67982.93,2,1,0,2,2,0,0.789029246018081
"ANGICAL DO PIAUI",2200608,129000,1,1,0,1,1,0,1
"ANGICO",1701051,424649.29,5,1,0,3,2,0,0.6879197419593
"ANGRA DOS REIS",3300100,40074.01,9,0.633453203210759,0.366546796789241,7,1,0,0.633453203210759
"ANGUERA",2901502,453646.02,13,1,0,2,2,0,0.794233794887035
"ANGULO",4101150,569516.61,5,1,0,3,3,0,0.411781861814355
"ANHANGUERA",5201207,320850,5,1,0,3,3,0,0.591709521583294
"ANHEMBI",3502309,48499.93,2,1,0,1,1,0,1
"ANHUMAS",3502408,306300,7,1,0,3,2,0,0.544564152791381
"ANICUNS",5201306,353796.15,3,1,0,2,2,0,0.705208352323789
"ANITA GARIBALDI",4201000,166250,2,1,0,2,1,0,0.955187969924812
"ANITAPOLIS",4201109,501260,11,1,0,6,5,0,0.479930574951123
"ANTA GORDA",4300703,1014565.31,11,1,0,4,4,0,0.69317204429156
"ANTAS",2901601,144297.02,1,1,0,1,1,0,1
"ANTONINA",4101200,119960,3,1,0,2,1,0,0.919223074358119
"ANTONINA DO NORTE",2300804,167070.08,4,1,0,2,2,0,0.586824163847889
"ANTONIO CARLOS",4201208,1901910.3,13,1,0,5,5,1,0.532096597825881
"ANTONIO DIAS",3103009,406365,6,1,0,5,3,0,0.479864161529659
"ANTONIO GONCALVES",2901809,242278,3,1,0,1,1,0,1
"ANTONIO JOAO",5000906,317289.43,3,1,0,2,2,0,0.690221543150681
"ANTONIO MARTINS",2400901,398210.54,7,1,0,2,2,0,0.51532714327451
"ANTONIO OLINTO",4101309,566082.91,9,1,0,5,5,0,0.494861980553343
"ANTONIO PRADO",4300802,529184.65,12,1,0,4,4,0,0.368491414102809
"APARECIDA",3502507,143857,15,1,0,2,2,0,0.679925203500699
"APARECIDA D'OESTE",3502606,313478.94,3,1,0,2,2,0,0.553399025784635
"APARECIDA DE GOIANIA",5201405,23955302.53,13,1,0,2,2,1,0.99482841346525
"APARECIDA DO RIO NEGRO",1701101,184000,6,1,0,2,2,0,0.91304347826087
"APARECIDA DO TABOADO",5001003,520000,4,1,0,2,2,0,0.876923076923077
"APIACAS",5100805,473500,3,1,0,2,2,0,0.775079197465681
"APIAI",3502705,353812.05,7,1,0,4,4,0,0.497439247758803
"APIUNA",4201257,797129.49,5,1,0,4,4,0,0.533163062377732
"APORA",2901908,687514.76,14,1,0,2,2,0,0.817496107283573
"APORE",5201504,273295.17,3,1,0,3,3,0,0.512266645619826
"APUAREMA",2901957,81295.76,3,1,0,1,1,0,1
"APUCARANA",4101408,2827920.65,23,1,0,6,5,1,0.55712631470052
"APUI",1300144,5e+05,3,0,1,2,2,0,0.818
"APUIARES",2300903,357445.99,2,1,0,1,1,0,1
"AQUIDAUANA",5001102,1667529.58,4,1,0,2,2,1,0.820992680681563
"ARABUTA",4201273,571576.82,5,1,0,2,2,0,0.74355709526499
"ARACAGI",2500809,32223.94,1,1,0,1,1,0,1
"ARACAJU",2800308,820596,5,1,0,2,2,0,0.600777971133176
"ARACATI",2301109,56894.21,1,1,0,1,1,0,1
"ARACATU",2902005,480000,1,1,0,1,1,0,1
"ARACATUBA",3502804,278262.2,20,0.978782601445687,0.0212173985543132,7,5,0,0.581483938529919
"ARACI",2902104,247086.93,2,1,0,1,1,0,1
"ARACOIABA",2301208,50358.67,1,1,0,1,1,0,1
"ARACOIABA",2601052,66500,1,1,0,1,1,0,1
"ARACOIABA DA SERRA",3502903,643476.85,12,1,0,3,3,0,0.583247260565784
"ARACU",5201603,461178.68,3,1,0,3,3,0,0.611476662364357
"ARACUAI",3103405,443963.43,3,1,0,3,3,0,0.54058506575643
"ARAGARCAS",5201702,99500,3,1,0,1,1,0,1
"ARAGOIANIA",5201801,325029.84,10,1,0,5,5,0,0.347045059001352
"ARAGUACEMA",1701903,356687.95,13,1,0,3,2,0,0.827333808164812
"ARAGUACU",1702000,1043198.02,10,1,0,4,4,0,0.477544062056406
"ARAGUAINA",1702109,2284997.7,13,0.993523424553119,0.00647657544688119,7,7,0,0.362757432972471
"ARAGUAINHA",5101209,409244.67,10,1,0,2,2,0,0.613325031209325
"ARAGUANA",1702158,11117.3,1,1,0,1,1,0,1
"ARAGUANA",2100873,809478.93,2,1,0,2,2,0,0.616854931603964
"ARAGUAPAZ",5202155,243300,3,1,0,3,3,0,0.62268803945746
"ARAGUARI",3103504,498397,6,1,0,5,4,0,0.496666312196903
"ARAGUATINS",1702208,618499.68,7,0.987814464188567,0.0121855358114332,4,3,0,0.58812803266123
"ARAL MOREIRA",5001243,580646.97,10,1,0,3,3,0,0.568828060878368
"ARAMARI",2902203,89363.82,1,1,0,1,1,0,1
"ARAMBARE",4300851,91700,1,1,0,1,1,0,1
"ARAME",2100956,1786951.76,3,1,0,2,2,1,0.868474020809605
"ARAMINA",3503000,250586.05,2,1,0,1,1,0,1
"ARANDU",3503109,695994.87,28,1,0,7,7,0,0.448432184564809
"ARAPIRACA",2700300,975446,8,0.994125764009489,0.00587423599051101,6,3,0,0.425958997217683
"ARAPONGA",3103702,31250,1,1,0,1,1,0,1
"ARAPONGAS",4101507,741840.05,12,0.942126446260215,0.0578735537397853,6,6,0,0.363959859001951
"ARAPORA",3103751,174800,1,1,0,1,1,0,1
"ARAPOTI",4101606,527080,7,1,0,6,6,0,0.365788874554147
"ARAPUA",4101655,911697.59,12,1,0,6,6,0,0.28079485216145
"ARAPUTANGA",5101258,276150,3,1,0,2,2,0,0.89082020640956
"ARAQUARI",4201307,1447229.95,6,1,0,2,2,1,0.823110349533604
"ARARANGUA",4201406,218569.95,3,1,0,2,2,0,0.526892878000841
"ARARAQUARA",3503208,93974.5,15,0.61718870544669,0.38281129455331,11,1,0,0.61718870544669
"ARARAS",3503307,1036601.21,14,1,0,4,4,0,0.302790385513827
"ARARENDA",2301257,748608.69,2,1,0,1,1,0,1
"ARARICA",4300877,76780,3,1,0,3,3,0,0.395936441781714
"ARARIPE",2301307,35859.46,1,1,0,1,1,0,1
"ARARUNA",4101705,429287.71,8,1,0,3,3,0,0.351512508941847
"ARATACA",2902252,162242.43,3,1,0,1,1,0,1
"ARATIBA",4300901,297350,6,1,0,5,5,0,0.369934420716328
"ARAUCARIA",4101804,380779.79,4,1,0,4,3,0,0.537843670747337
"ARAXA",3104007,473900,8,1,0,6,5,0,0.695083350917915
"ARCEBURGO",3104106,438100,10,1,0,4,4,0,0.79890435973522
"ARCOS",3104205,545059.57,4,1,0,3,3,0,0.626095914617186
"ARCOVERDE",2601201,335469.31,8,1,0,2,2,0,0.650206512184378
"AREALVA",3503406,147650,1,1,0,1,1,0,1
"AREIA",2501104,681422.51,24,1,0,11,9,0,0.332292089969262
"AREIA BRANCA",2401107,36347.35,1,1,0,1,1,0,1
"AREIAL",2501203,99186.05,1,1,0,1,1,0,1
"AREIOPOLIS",3503604,416278.83,3,1,0,3,3,0,0.483519255591258
"ARENAPOLIS",5101308,387434.09,2,1,0,1,1,0,1
"ARES",2401206,90042.48,2,1,0,1,1,0,1
"ARICANDUVA",3104452,95600,6,1,0,2,2,0,0.77928870292887
"ARINOS",3104502,365500,3,1,0,3,3,0,0.904240766073871
"ARIPUANA",5101407,1232894.78,11,1,0,5,5,0,0.476115244806211
"ARIQUEMES",1100023,4455036.66,24,1,0,9,9,2,0.230812915465436
"ARIRANHA DO IVAI",4101853,385235.37,11,1,0,2,2,0,0.829820948164754
"ARMACAO DOS BUZIOS",3300233,1140978.08,7,1,0,2,2,0,0.566546729802206
"ARMAZEM",4201505,419861.65,3,1,0,3,1,0,0.959839985385662
"AROAZES",2200905,110000,1,1,0,1,1,0,1
"ARRAIAS",1702406,448585.27,5,0.985602380568582,0.0143976194314182,4,3,0,0.407117045996629
"ARROIO DO MEIO",4301008,783630,11,1,0,7,6,0,0.622742876102242
"ARROIO DO PADRE",4301073,150630,7,1,0,4,3,0,0.799973444864901
"ARROIO DO SAL",4301057,337500,9,1,0,1,1,0,1
"ARROIO DO TIGRE",4301206,782152.43,23,1,0,10,9,0,0.274882480388126
"ARROIO GRANDE",4301305,199393.73,3,1,0,1,1,0,1
"ARROIO TRINTA",4201604,339445.69,7,1,0,5,5,0,0.512600410392602
"ARTUR NOGUEIRA",3503802,1216481.62,7,1,0,2,2,1,0.888992946724505
"ARUANA",5202502,387948.9,3,1,0,3,3,0,0.644414766996375
"ARVOREDO",4201653,401522.91,7,1,0,3,3,0,0.732774899444717
"ARVOREZINHA",4301404,3736930.54,33,1,0,17,9,1,0.378385411466599
"ASCURRA",4201703,33600.79,1,1,0,1,1,0,1
"ASSAI",4101903,436941.61,7,1,0,2,2,0,0.677944451204819
"ASSARE",2301604,288784.29,4,1,0,2,2,0,0.672214544634682
"ASSIS",3504008,89681.96,2,1,0,2,2,0,0.600254053323545
"ASSIS BRASIL",1200054,804751.74,9,1,0,3,3,0,0.596081556779237
"ASSIS CHATEAUBRIAND",4102000,2275780.67,16,1,0,6,6,1,0.587439711402417
"ASSUNCAO",2501351,21822.3,1,1,0,1,1,0,1
"ASSUNCAO DO PIAUI",2201051,394496.23,3,1,0,2,2,0,0.521741969498669
"ASTOLFO DUTRA",3104601,264900,1,1,0,1,1,0,1
"ASTORGA",4102109,879989.64,27,1,0,3,3,0,0.395029127842914
"ATALAIA",4102208,136378.65,7,0.902624054424941,0.0973759455750588,5,3,0,0.626508474750263
"ATALANTA",4201802,357375,3,1,0,3,3,0,0.670164393144456
"ATIBAIA",3504107,1572551.35,40,1,0,7,7,0,0.522606107584341
"ATILIO VIVACQUA",3200706,161500,4,1,0,1,1,0,1
"AUGUSTINOPOLIS",1702554,417749.57,6,1,0,3,3,0,0.700944635323024
"AUGUSTO CORREA",1500909,1252015.47,11,1,0,3,3,0,0.476192199126741
"AUGUSTO PESTANA",4301503,559900,1,1,0,1,1,0,1
"AUREA",4301552,1470494.44,19,1,0,6,6,0,0.497129496116966
"AURIFLAMA",3504206,358278.99,26,0.896369167502677,0.103630832497323,20,6,0,0.535870635339237
"AURORA",2301703,3875.23,1,1,0,1,0,0,1
"AURORA",4201901,269481.96,6,1,0,3,3,0,0.601153413015105
"AURORA DO PARA",1500958,2551121.2,14,1,0,1,1,1,1
"AURORA DO TOCANTINS",1702703,59460.81,2,1,0,1,1,0,1
"AUTAZES",1300300,2324789.71,9,1,0,3,3,1,0.685464024184794
"AVEIRO",1501006,302816.33,1,1,0,1,1,0,1
"AVELINO LOPES",2201101,1297391.23,12,0.991292156337453,0.00870784366254734,6,6,0,0.505144072848404
"AXIXA",2101103,192052.8,1,1,0,1,1,0,1
"BABACULANDIA",1703008,563828.96,4,1,0,2,2,0,0.973346385045564
"BACABAL",2101202,922179.25,5,1,0,4,4,0,0.414080950097283
"BACURITUBA",2101350,250000,4,1,0,1,1,0,1
"BADY BASSITT",3504602,2296429.2,24,1,0,5,5,1,0.753272654780735
"BAGE",4301602,275434.5,4,1,0,4,4,0,0.481058110004375
"BAIXA GRANDE",2902609,477804.38,5,1,0,3,2,0,0.959368308846394
"BAIXIO",2301802,611152.41,18,1,0,2,2,0,0.855923974839598
"BAIXO GUANDU",3200805,418299.59,13,1,0,6,6,0,0.557734230626427
"BALDIM",3105004,124753.61,2,1,0,1,1,0,1
"BALNEARIO ARROIO DO SILVA",4201950,208539,5,1,0,2,2,0,0.575431933595155
"BALNEARIO BARRA DO SUL",4202057,1383597.71,8,1,0,3,3,1,0.885408642371922
"BALNEARIO CAMBORIU",4202008,738492,22,1,0,5,5,0,0.322278372683793
"BALNEARIO GAIVOTA",4202073,979411.25,18,1,0,2,2,0,0.775426308407219
"BALNEARIO PICARRAS",4212809,396417.29,9,1,0,1,1,0,1
"BALNEARIO PINHAL",4301636,169383.04,34,1,0,16,3,0,0.417101971956578
"BALSA NOVA",4102307,261496.29,14,1,0,8,5,0,0.704407699244987
"BALSAMO",3504800,404450.42,4,1,0,3,3,0,0.524352082512363
"BALSAS",2101400,1534532.37,9,1,0,3,3,1,0.700234410825755
"BAMBUI",3105103,1196040.26,6,1,0,2,2,0,0.798644487101128
"BANANEIRAS",2501500,2136374.1,17,1,0,5,5,1,0.872233987483746
"BANDEIRA DO SUL",3105301,752678.58,7,1,0,5,5,0,0.278339261361736
"BANDEIRANTE",4202081,731037.77,10,1,0,5,5,0,0.683959188592951
"BANDEIRANTES",4102406,401803.89,12,1,0,7,6,0,0.342105772047155
"BANDEIRANTES",5001508,249000,1,1,0,1,1,0,1
"BANDEIRANTES DO TOCANTINS",1703057,379404.9,6,0.984290635149941,0.0157093648500586,3,2,0,0.732174887567346
"BANNACH",1501253,142000,3,1,0,1,1,0,1
"BANZAE",2902658,243186.78,2,1,0,1,1,0,1
"BARAO",4301651,1028527.86,14,1,0,4,4,0,0.558691740250964
"BARAO DE ANTONINA",3505005,34255.16,2,1,0,1,1,0,1
"BARAO DE COTEGIPE",4301701,271456.18,6,1,0,3,3,0,0.690926174530269
"BARAO DE GRAJAU",2101509,605400,5,1,0,1,1,0,1
"BARAO DE MONTE ALTO",3105509,1370310.95,9,1,0,3,3,1,0.82645475466718
"BARAUNA",2501534,35124.04,2,1,0,1,1,0,1
"BARBOSA FERRAZ",4102505,684130.05,5,1,0,4,3,0,0.496981531508519
"BARCARENA",1501303,7798163.86,23,1,0,7,6,1,0.981779910944318
"BARCELONA",2401503,42489.84,2,1,0,1,1,0,1
"BARIRI",3505203,258730.99,2,1,0,1,1,0,1
"BARRA",2902708,104781.07,2,1,0,2,2,0,0.800879204612054
"BARRA BONITA",3505302,363831.51,5,1,0,1,1,0,1
"BARRA BONITA",4202099,498688.61,10,1,0,5,4,0,0.703446204636597
"BARRA DA ESTIVA",2902807,186174.19,3,1,0,1,1,0,1
"BARRA DE SAO FRANCISCO",3200904,1570029.56,8,1,0,4,4,0,0.411457221225822
"BARRA DE SAO MIGUEL",2501708,259500,1,1,0,1,1,0,1
"BARRA DE SAO MIGUEL",2700607,2762560.18,14,1,0,5,5,1,0.754749400608533
"BARRA DO BUGRES",5101704,771090,7,1,0,3,3,0,0.582292598788728
"BARRA DO GARCAS",5101803,407925.58,9,1,0,5,3,0,0.562896791125479
"BARRA DO GUARITA",4301859,1286931.87,20,1,0,11,11,0,0.247091231022199
"BARRA DO JACARE",4102703,1032450,4,1,0,3,3,0,0.624098019274541
"BARRA DO MENDES",2903003,976626.3,8,1,0,2,2,0,0.502376917353137
"BARRA DO OURO",1703073,735271.97,8,0.98308295364503,0.0169170463549699,3,3,0,0.509379828527939
"BARRA DO PIRAI",3300308,2084490,13,1,0,5,5,1,0.512355540204079
"BARRA DO QUARAI",4301875,230000,2,1,0,1,1,0,1
"BARRA DO RIO AZUL",4301925,1523100,12,1,0,6,6,0,0.572450922460771
"BARRA DO ROCHA",2903102,38075.1,1,1,0,1,1,0,1
"BARRA DO TURVO",3505401,1049899.55,20,0.715401344823893,0.284598655176107,11,9,0,0.256586813471822
"BARRA FUNDA",4301958,1120993.2,11,1,0,8,7,0,0.401429732133968
"BARRA MANSA",3300407,1594666.8,17,1,0,7,4,1,0.897734373099133
"BARRA VELHA",4202107,163817.47,4,1,0,2,2,0,0.770370217535407
"BARRACAO",4102604,775962.7,9,1,0,5,5,0,0.707508234609731
"BARRACAO",4301800,812946.22,8,1,0,6,4,0,0.491393169895052
"BARREIRINHAS",2101707,767352.28,5,1,0,4,4,0,0.370166359576074
"BARRETOS",3505500,1058099.18,7,1,0,4,4,0,0.798277605696661
"BARRO",2302008,59049.59,2,1,0,1,1,0,1
"BARRO ALTO",2903235,377018.66,2,1,0,2,2,0,0.865120760866319
"BARRO ALTO",5203203,123984.54,4,1,0,1,1,0,1
"BARRO DURO",2201408,218214.93,3,0.962754656613092,0.0372453433869076,3,2,0,0.518100938373007
"BARROLANDIA",1703107,1021978.56,10,1,0,5,5,0,0.420752466666228
"BARROS CASSAL",4302006,604162.29,16,1,0,3,3,0,0.497053614518046
"BARROSO",3105905,711295.35,7,1,0,5,5,0,0.398983839835309
"BASTOS",3505807,129974.74,1,1,0,1,1,0,1
"BATAGUASSU",5001904,1579734.67,54,0.999251127406098,0.000748872593902114,14,10,0,0.198134538631098
"BATALHA",2201507,405123.25,4,0.988729355819494,0.0112706441805056,3,2,0,0.739422509075942
"BATATAIS",3505906,379206.22,5,1,0,2,2,0,0.951242413692476
"BATAYPORA",5002001,330748.31,8,1,0,3,3,0,0.485988877766299
"BAURU",3506003,802456.54,6,1,0,6,4,0,0.446297739688183
"BAYEUX",2501807,747268.65,8,0,1,1,1,0,1
"BEBEDOURO",3506102,196996.28,13,1,0,1,1,0,1
"BEBERIBE",2302206,159861.65,5,1,0,3,3,0,0.650166253132005
"BELA CRUZ",2302305,18403.16,1,1,0,1,1,0,1
"BELA VISTA DA CAROBA",4102752,766160.72,14,1,0,9,8,0,0.246684533762055
"BELA VISTA DE GOIAS",5203302,1160658.1,8,1,0,5,5,0,0.37251145707767
"BELA VISTA DO PARAISO",4102802,308500,1,1,0,1,1,0,1
"BELA VISTA DO PIAUI",2201556,122925,2,1,0,1,1,0,1
"BELA VISTA DO TOLDO",4202131,506990.1,5,1,0,4,4,0,0.552279028722652
"BELEM DO BREJO DO CRUZ",2502003,292515.94,5,1,0,3,3,0,0.495391806682398
"BELEM DO PIAUI",2201572,104728.69,3,0.89276720638824,0.10723279361176,2,2,0,0.89276720638824
"BELFORD ROXO",3300456,392122.6,14,1,0,5,5,0,0.341833753015001
"BELMONTE",2903409,252592.26,8,1,0,3,3,0,0.355220702328725
"BELMONTE",4202156,523939,5,1,0,5,4,0,0.484789259818414
"BELO CAMPO",2903508,304266.14,6,1,0,2,2,0,0.886730938907629
"BELO HORIZONTE",3106200,584496.86,9,0.188196049504868,0.811803950495132,3,3,0,0.811803950495132
"BELO ORIENTE",3106309,214225.13,5,1,0,4,4,0,0.471466629521943
"BENEDITINOS",2201606,132185.46,3,0.965457622948848,0.0345423770511522,2,1,0,0.965457622948848
"BENEVIDES",1501501,48407.41,2,1,0,1,1,0,1
"BENJAMIN CONSTANT DO SUL",4302055,920688.08,26,1,0,4,4,0,0.341049272626621
"BENTO FERNANDES",2401602,12193.08,1,1,0,1,1,0,1
"BENTO GONCALVES",4302105,624642.67,32,1,0,4,4,0,0.603545063612129
"BEQUIMAO",2101905,122453.31,2,1,0,1,1,0,1
"BERILO",3106507,134600,2,1,0,1,1,0,1
"BERNARDINO BATISTA",2502052,1460123.37,8,1,0,2,2,1,0.893159712935764
"BERNARDINO DE CAMPOS",3506300,122302.21,2,1,0,1,1,0,1
"BERNARDO DO MEARIM",2101939,510000,2,1,0,1,1,0,1
"BERTIOGA",3506359,162786.6,2,1,0,1,1,0,1
"BERTOPOLIS",3106606,118525.66,1,1,0,1,1,0,1
"BERURI",1300631,91426.19,3,1,0,1,1,0,1
"BETANIA",2601805,175601.11,1,1,0,1,1,0,1
"BETANIA DO PIAUI",2201739,316577.17,2,1,0,1,1,0,1
"BETIM",3106705,184572.44,7,0.961875781671413,0.0381242183285869,6,3,0,0.66927110027911
"BICAS",3106903,123440.4,2,1,0,1,1,0,1
"BIGUACU",4202305,425934.2,9,1,0,3,3,0,0.451443509349566
"BILAC",3506409,396945.35,4,1,0,3,2,0,0.520121976488703
"BIQUINHAS",3107000,576426.86,7,1,0,6,4,0,0.818985360952819
"BIRIGUI",3506508,202675.58,2,1,0,1,1,0,1
"BIRITIBA-MIRIM",3506607,444033.2,9,1,0,4,4,0,0.405375093574084
"BLUMENAU",4202404,892420.17,131,0.493839017556046,0.506160982443953,44,7,0,0.886660977194184
"BOA ESPERANCA",3107109,106017.57,2,1,0,1,1,0,1
"BOA ESPERANCA",3201001,1522163.56,30,0.94604020083098,0.0539597991690197,6,6,0,0.426038316145211
"BOA ESPERANCA",4103008,461934.91,7,1,0,5,5,0,0.387933442830723
"BOA ESPERANCA DO IGUACU",4103024,711581.96,15,1,0,3,3,0,0.39924986293919
"BOA HORA",2201770,260152.25,2,1,0,2,2,0,0.749561074332434
"BOA NOVA",2903706,331854.1,6,1,0,2,1,0,0.972370147001348
"BOA VENTURA",2502102,360000,1,1,0,1,1,0,1
"BOA VENTURA DE SAO ROQUE",4103040,901784.17,18,1,0,7,7,0,0.332396608824925
"BOA VIAGEM",2302404,148718.85,1,1,0,1,1,0,1
"BOA VISTA",1400100,31026309.31,182,1,0,25,24,6,0.558162519008291
"BOA VISTA",2502151,187000,2,1,0,1,1,0,1
